x,y,z
0.6000000000000001,-1.8,-0.07869232064820253
0.7000000000000002,-1.8,-0.0659802985509502
0.8000000000000003,-1.8,-0.05369214547245261
0.9000000000000004,-1.8,-0.0423363703739692
1,-1.8,-0.03227300572857167
1.1,-1.8,-0.02370749094990275
1.2000000000000002,-1.8,-0.01670222499671652
1.3000000000000003,-1.8,-0.011201080086133504
1.4000000000000004,-1.8,-0.007061202458573776
1.5,-1.8,-0.004086565732512882
1.6,-1.8,-0.002058737226855552
1.7000000000000002,-1.8,-7.618033362502925e-4
1.8000000000000003,-1.8,1.362297545281576e-18
1.9000000000000004,-1.8,3.919986063758161e-4
2,-1.8,5.451569376830781e-4
-2,-1.7,0.0011298843635049374
-1.9,-1.7,0.0010824762189438524
-1.8,-1.7,7.618033362502951e-4
-1.7,-1.7,0
-1.6,-1.7,-0.0014177805479482686
-1.5,-1.7,-0.0037489214165347963
-1.4,-1.7,-0.007280391120779969
-1.2999999999999998,-1.7,-0.01230587555568484
-1.2,-1.7,-0.019092943860615635
-1.1,-1.7,-0.0278420946749589
-1,-1.7,-0.03864170401170218
-0.8999999999999999,-1.7,-0.05142493505830597
-0.7999999999999998,-1.7,-0.06593606070084174
-0.7,-1.7,-0.08171389136303846
-0.5999999999999999,-1.7,-0.09809874581425673
-0.5,-1.7,-0.11426658646119
-0.3999999999999999,-1.7,-0.12928986358781472
-0.2999999999999998,-1.7,-0.14221993482171585
-0.19999999999999996,-1.7,-0.15218155871381173
-0.09999999999999987,-1.7,-0.1584668737624529
0,-1.7,-0.1606152544471861
0.10000000000000009,-1.7,-0.1584668737624528
0.20000000000000018,-1.7,-0.15218155871381173
0.30000000000000027,-1.7,-0.14221993482171577
0.40000000000000036,-1.7,-0.12928986358781472
0.5,-1.7,-0.11426658646119
0.6000000000000001,-1.7,-0.09809874581425666
0.7000000000000002,-1.7,-0.0817138913630384
0.8000000000000003,-1.7,-0.06593606070084165
0.9000000000000004,-1.7,-0.05142493505830591
1,-1.7,-0.03864170401170218
1.1,-1.7,-0.0278420946749589
1.2000000000000002,-1.7,-0.01909294386061563
1.3000000000000003,-1.7,-0.012305875555684817
1.4000000000000004,-1.7,-0.007280391120779952
1.5,-1.7,-0.0037489214165347963
1.6,-1.7,-0.0014177805479482686
1.7000000000000002,-1.7,2.7433303701911604e-18
1.8000000000000003,-1.7,7.618033362502964e-4
1.9000000000000004,-1.7,0.0010824762189438535
2,-1.7,0.0011298843635049374
-2,-1.6,0.0020388754228993946
-1.9,-1.6,0.0021957978005408647
-1.8,-1.6,0.002058737226855552
-1.7,-1.6,0.0014177805479482686
-1.6,-1.6,0
-1.5,-1.6,-0.0025258365062807986
-1.4,-1.6,-0.0065334142011326726
-1.2999999999999998,-1.6,-0.012409883500829366
-1.2,-1.6,-0.020513515555382292
-1.1,-1.6,-0.031120285437754514
-1,-1.6,-0.04436456655412783
-0.8999999999999999,-1.6,-0.060181865351077266
-0.7999999999999998,-1.6,-0.07826343163846317
-0.7,-1.6,-0.09803297348966171
-0.5999999999999999,-1.6,-0.11865411206078323
-0.5,-1.6,-0.13907353242638285
-0.3999999999999999,-1.6,-0.15809941062336702
-0.2999999999999998,-1.6,-0.17450849625926107
-0.19999999999999996,-1.6,-0.1871694171001213
-0.09999999999999987,-1.6,-0.19516564083097435
0,-1.6,-0.1979001355348473
0.10000000000000009,-1.6,-0.1951656408309742
0.20000000000000018,-1.6,-0.1871694171001213
0.30000000000000027,-1.6,-0.17450849625926096
0.40000000000000036,-1.6,-0.15809941062336702
0.5,-1.6,-0.13907353242638285
0.6000000000000001,-1.6,-0.11865411206078315
0.7000000000000002,-1.6,-0.09803297348966165
0.8000000000000003,-1.6,-0.07826343163846304
0.9000000000000004,-1.6,-0.060181865351077196
1,-1.6,-0.04436456655412783
1.1,-1.6,-0.031120285437754514
1.2000000000000002,-1.6,-0.020513515555382267
1.3000000000000003,-1.6,-0.01240988350082934
1.4000000000000004,-1.6,-0.006533414201132653
1.5,-1.6,-0.0025258365062807986
1.6,-1.6,0
1.7000000000000002,-1.6,0.0014177805479482714
1.8000000000000003,-1.6,0.0020587372268555523
1.9000000000000004,-1.6,0.0021957978005408634
2,-1.6,0.0020388754228993946
-2,-1.5,0.0033782947383984912
-1.9,-1.5,0.0038776914084443026
-1.8,-1.5,0.004086565732512882
-1.7,-1.5,0.0037489214165347963
-1.6,-1.5,0.0025258365062807986
-1.5,-1.5,0
-1.4,-1.5,-0.004305446818045185
-1.2999999999999998,-1.5,-0.010891000257415835
-1.2,-1.5,-0.020227321654243686
-1.1,-1.5,-0.03268695249910241
-1,-1.5,-0.04846775978965251
-0.8999999999999999,-1.5,-0.06751828111678346
-0.7999999999999998,-1.5,-0.08947770230448779
-0.7,-1.5,-0.11364381053197656
-0.5999999999999999,-1.5,-0.13898028771217794
-0.5,-1.5,-0.1641699972477976
-0.3999999999999999,-1.5,-0.18771396565599752
-0.2999999999999998,-1.5,-0.20806769857786497
-0.19999999999999996,-1.5,-0.22379888069708231
-0.09999999999999987,-1.5,-0.2337450858506737
0,-1.5,-0.23714825526419475
0.10000000000000009,-1.5,-0.23374508585067355
0.20000000000000018,-1.5,-0.22379888069708231
0.30000000000000027,-1.5,-0.20806769857786483
0.40000000000000036,-1.5,-0.18771396565599752
0.5,-1.5,-0.1641699972477976
0.6000000000000001,-1.5,-0.13898028771217785
0.7000000000000002,-1.5,-0.11364381053197649
0.8000000000000003,-1.5,-0.08947770230448766
0.9000000000000004,-1.5,-0.06751828111678336
1,-1.5,-0.04846775978965251
1.1,-1.5,-0.03268695249910241
1.2000000000000002,-1.5,-0.020227321654243666
1.3000000000000003,-1.5,-0.010891000257415804
1.4000000000000004,-1.5,-0.004305446818045161
1.5,-1.5,0
1.6,-1.5,0.0025258365062807986
1.7000000000000002,-1.5,0.0037489214165347985
1.8000000000000003,-1.5,0.004086565732512882
1.9000000000000004,-1.5,0.0038776914084442996
2,-1.5,0.0033782947383984912
-2,-1.4,0.005263020422935447
-1.9,-1.4,0.006287292713776867
-1.8,-1.4,0.00706120245857379
-1.7,-1.4,0.007280391120779969
-1.6,-1.4,0.0065334142011326726
-1.5,-1.4,0.004305446818045185
-1.4,-1.4,0
-1.2999999999999998,-1.4,-0.007017604770263953
-1.2,-1.4,-0.017354100379369564
-1.1,-1.4,-0.031502698427584144
-1,-1.4,-0.04974616048581679
-0.8999999999999999,-1.4,-0.07206130545347615
-0.7999999999999998,-1.4,-0.09804112324292076
-0.7,-1.4,-0.12685157215407467
-0.5999999999999999,-1.4,-0.15723773696697851
-0.5,-1.4,-0.18758810896152447
-0.3999999999999999,-1.4,-0.21605693132062218
-0.2999999999999998,-1.4,-0.2407342697091939
-0.19999999999999996,-1.4,-0.2598437438142964
-0.09999999999999987,-1.4,-0.2719408696193493
0,-1.4,-0.2760825050052482
0.10000000000000009,-1.4,-0.2719408696193493
0.20000000000000018,-1.4,-0.2598437438142964
0.30000000000000027,-1.4,-0.24073426970919387
0.40000000000000036,-1.4,-0.21605693132062204
0.5,-1.4,-0.18758810896152447
0.6000000000000001,-1.4,-0.15723773696697843
0.7000000000000002,-1.4,-0.12685157215407458
0.8000000000000003,-1.4,-0.09804112324292068
0.9000000000000004,-1.4,-0.07206130545347603
1,-1.4,-0.04974616048581679
1.1,-1.4,-0.031502698427584144
1.2000000000000002,-1.4,-0.017354100379369533
1.3000000000000003,-1.4,-0.007017604770263917
1.4000000000000004,-1.4,2.643364826276287e-17
1.5,-1.4,0.004305446818045185
1.6,-1.4,0.0065334142011326726
1.7000000000000002,-1.4,0.007280391120779969
1.8000000000000003,-1.4,0.007061202458573788
1.9000000000000004,-1.4,0.006287292713776861
2,-1.4,0.005263020422935447
-2,-1.2999999999999998,0.007806859759260215
-1.9,-1.2999999999999998,0.009583860301267627
-1.8,-1.2999999999999998,0.011201080086133523
-1.7,-1.2999999999999998,0.01230587555568484
-1.6,-1.2999999999999998,0.012409883500829366
-1.5,-1.2999999999999998,0.010891000257415835
-1.4,-1.2999999999999998,0.007017604770263953
-1.2999999999999998,-1.2999999999999998,0
-1.2,-1.2999999999999998,-0.010929449313187721
-1.1,-1.2999999999999998,-0.026411145627075448
-1,-1.2999999999999998,-0.04683784816651538
-0.8999999999999999,-1.2999999999999998,-0.07223479878903098
-0.7999999999999998,-1.2999999999999998,-0.10216053444400948
-0.7,-1.2999999999999998,-0.13564983676853987
-0.5999999999999999,-1.2999999999999998,-0.17121742177177965
-0.5,-1.2999999999999998,-0.20693368767989223
-0.3999999999999999,-1.2999999999999998,-0.24057286445985035
-0.2999999999999998,-1.2999999999999998,-0.2698210356297529
-0.19999999999999996,-1.2999999999999998,-0.2925192764502984
-0.09999999999999987,-1.2999999999999998,-0.3069083204085943
0,-1.2999999999999998,-0.3118379955481519
0.10000000000000009,-1.2999999999999998,-0.3069083204085943
0.20000000000000018,-1.2999999999999998,-0.2925192764502984
0.30000000000000027,-1.2999999999999998,-0.26982103562975285
0.40000000000000036,-1.2999999999999998,-0.24057286445985016
0.5,-1.2999999999999998,-0.20693368767989223
0.6000000000000001,-1.2999999999999998,-0.17121742177177957
0.7000000000000002,-1.2999999999999998,-0.13564983676853978
0.8000000000000003,-1.2999999999999998,-0.1021605344440093
0.9000000000000004,-1.2999999999999998,-0.07223479878903086
1,-1.2999999999999998,-0.04683784816651538
1.1,-1.2999999999999998,-0.026411145627075448
1.2000000000000002,-1.2999999999999998,-0.010929449313187697
1.3000000000000003,-1.2999999999999998,3.7800268176234994e-17
1.4000000000000004,-1.2999999999999998,0.007017604770263981
1.5,-1.2999999999999998,0.010891000257415835
1.6,-1.2999999999999998,0.012409883500829366
1.7000000000000002,-1.2999999999999998,0.012305875555684838
1.8000000000000003,-1.2999999999999998,0.011201080086133517
1.9000000000000004,-1.2999999999999998,0.009583860301267616
2,-1.2999999999999998,0.007806859759260215
-2,-1.2,0.011109077173091581
-1.9,-1.2,0.013908253578376351
-1.8,-1.2,0.01670222499671654
-1.7,-1.2,0.019092943860615635
-1.6,-1.2,0.020513515555382292
-1.5,-1.2,0.020227321654243686
-1.4,-1.2,0.017354100379369564
-1.2999999999999998,-1.2,0.010929449313187721
-1.2,-1.2,0
-1.1,-1.2,-0.016249779003898783
-1,-1.2,-0.038350774643271766
-0.8999999999999999,-1.2,-0.06640151147397454
-0.7999999999999998,-1.2,-0.09994416975886601
-0.7,-1.2,-0.13789078855944253
-0.5999999999999999,-1.2,-0.1785227992793135
-0.5,-1.2,-0.2195782335516572
-0.3999999999999999,-1.2,-0.25842754303315896
-0.2999999999999998,-1.2,-0.2923231508766096
-0.19999999999999996,-1.2,-0.3186927637373378
-0.09999999999999987,-1.2,-0.33543551197413063
0,-1.2,-0.34117597250225534
0.10000000000000009,-1.2,-0.33543551197413063
0.20000000000000018,-1.2,-0.3186927637373378
0.30000000000000027,-1.2,-0.29232315087660954
0.40000000000000036,-1.2,-0.2584275430331588
0.5,-1.2,-0.2195782335516572
0.6000000000000001,-1.2,-0.17852279927931344
0.7000000000000002,-1.2,-0.13789078855944248
0.8000000000000003,-1.2,-0.09994416975886582
0.9000000000000004,-1.2,-0.06640151147397444
1,-1.2,-0.038350774643271766
1.1,-1.2,-0.016249779003898783
1.2000000000000002,-1.2,2.4928842472131098e-17
1.3000000000000003,-1.2,0.010929449313187754
1.4000000000000004,-1.2,0.017354100379369578
1.5,-1.2,0.020227321654243686
1.6,-1.2,0.020513515555382292
1.7000000000000002,-1.2,0.019092943860615646
1.8000000000000003,-1.2,0.016702224996716517
1.9000000000000004,-1.2,0.013908253578376346
2,-1.2,0.011109077173091581
-2,-1.1,0.015238069588517773
-1.9,-1.1,0.01936028913383907
-1.8,-1.1,0.02370749094990275
-1.7,-1.1,0.0278420946749589
-1.6,-1.1,0.031120285437754514
-1.5,-1.1,0.03268695249910241
-1.4,-1.1,0.031502698427584144
-1.2999999999999998,-1.1,0.026411145627075448
-1.2,-1.1,0.016249779003898783
-1.1,-1.1,0
-1,-1.1,-0.023037136188257416
-0.8999999999999999,-1.1,-0.053062186032048736
-0.7999999999999998,-1.1,-0.08962518479876783
-0.7,-1.1,-0.13153213731796895
-0.5999999999999999,-1.1,-0.17683840500346745
-0.5,-1.1,-0.22294682374056846
-0.3999999999999999,-1.1,-0.26681230753044033
-0.2999999999999998,-1.1,-0.3052356081980942
-0.19999999999999996,-1.1,-0.3352106123264224
-0.09999999999999987,-1.1,-0.35427620030881707
0,-1.1,-0.3608187081101637
0.10000000000000009,-1.1,-0.35427620030881707
0.20000000000000018,-1.1,-0.3352106123264224
0.30000000000000027,-1.1,-0.3052356081980941
0.40000000000000036,-1.1,-0.2668123075304401
0.5,-1.1,-0.22294682374056846
0.6000000000000001,-1.1,-0.17683840500346737
0.7000000000000002,-1.1,-0.1315321373179689
0.8000000000000003,-1.1,-0.08962518479876765
0.9000000000000004,-1.1,-0.05306218603204858
1,-1.1,-0.023037136188257416
1.1,-1.1,0
1.2000000000000002,-1.1,0.016249779003898814
1.3000000000000003,-1.1,0.026411145627075472
1.4000000000000004,-1.1,0.03150269842758416
1.5,-1.1,0.03268695249910241
1.6,-1.1,0.031120285437754514
1.7000000000000002,-1.1,0.027842094674958885
1.8000000000000003,-1.1,0.02370749094990274
1.9000000000000004,-1.1,0.019360289133839068
2,-1.1,0.015238069588517773
-2,-1,0.0202138409972564
-1.9,-1,0.025974245783484395
-1.8,-1,0.03227300572857167
-1.7,-1,0.03864170401170218
-1.6,-1,0.04436456655412783
-1.5,-1,0.04846775978965251
-1.4,-1,0.04974616048581679
-1.2999999999999998,-1,0.04683784816651538
-1.2,-1,0.038350774643271766
-1.1,-1,0.023037136188257416
-1,-1,0
-0.8999999999999999,-1,-0.031094285992513807
-0.7999999999999998,-1,-0.06983281522472116
-0.7,-1,-0.11494005432511376
-0.5999999999999999,-1,-0.16426289725027582
-0.5,-1,-0.21487859764514256
-0.3999999999999999,-1,-0.2633283919413885
-0.2999999999999998,-1,-0.30595700927312747
-0.19999999999999996,-1,-0.33931649468042896
-0.09999999999999987,-1,-0.3605767897758081
0,-1,-0.36787944117144233
0.10000000000000009,-1,-0.3605767897758081
0.20000000000000018,-1,-0.33931649468042896
0.30000000000000027,-1,-0.3059570092731273
0.40000000000000036,-1,-0.2633283919413883
0.5,-1,-0.21487859764514256
0.6000000000000001,-1,-0.16426289725027574
0.7000000000000002,-1,-0.11494005432511367
0.8000000000000003,-1,-0.06983281522472096
0.9000000000000004,-1,-0.031094285992513657
1,-1,0
1.1,-1,0.023037136188257416
1.2000000000000002,-1,0.03835077464327179
1.3000000000000003,-1,0.04683784816651542
1.4000000000000004,-1,0.049746160485816815
1.5,-1,0.04846775978965251
1.6,-1,0.04436456655412783
1.7000000000000002,-1,0.03864170401170216
1.8000000000000003,-1,0.032273005728571655
1.9000000000000004,-1,0.025974245783484364
2,-1,0.0202138409972564
-2,-0.8999999999999999,0.025991672435599168
-1.9,-0.8999999999999999,0.033695850397226564
-1.8,-0.8999999999999999,0.04233637037396925
-1.7,-0.8999999999999999,0.05142493505830597
-1.6,-0.8999999999999999,0.060181865351077266
-1.5,-0.8999999999999999,0.06751828111678346
-1.4,-0.8999999999999999,0.07206130545347615
-1.2999999999999998,-0.8999999999999999,0.07223479878903098
-1.2,-0.8999999999999999,0.06640151147397454
-1.1,-0.8999999999999999,0.053062186032048736
-1,-0.8999999999999999,0.031094285992513807
-0.8999999999999999,-0.8999999999999999,0
-0.7999999999999998,-0.8999999999999999,-0.03987694897594565
-0.7,-0.8999999999999999,-0.08721017377088403
-0.5999999999999999,-0.8999999999999999,-0.13966512356946828
-0.5,-0.8999999999999999,-0.19401525378483214
-0.3999999999999999,-0.8999999999999999,-0.24640397476720927
-0.2999999999999998,-0.8999999999999999,-0.2927301550132314
-0.19999999999999996,-0.8999999999999999,-0.3291094976005195
-0.09999999999999987,-0.8999999999999999,-0.3523453236047994
0,-0.8999999999999999,-0.36033503364058234
0.10000000000000009,-0.8999999999999999,-0.3523453236047994
0.20000000000000018,-0.8999999999999999,-0.3291094976005195
0.30000000000000027,-0.8999999999999999,-0.2927301550132312
0.40000000000000036,-0.8999999999999999,-0.24640397476720904
0.5,-0.8999999999999999,-0.19401525378483214
0.6000000000000001,-0.8999999999999999,-0.13966512356946817
0.7000000000000002,-0.8999999999999999,-0.08721017377088391
0.8000000000000003,-0.8999999999999999,-0.03987694897594545
0.9000000000000004,-0.8999999999999999,1.53798184586196e-16
1,-0.8999999999999999,0.031094285992513807
1.1,-0.8999999999999999,0.053062186032048736
1.2000000000000002,-0.8999999999999999,0.06640151147397459
1.3000000000000003,-0.8999999999999999,0.07223479878903097
1.4000000000000004,-0.8999999999999999,0.07206130545347614
1.5,-0.8999999999999999,0.06751828111678346
1.6,-0.8999999999999999,0.060181865351077266
1.7000000000000002,-0.8999999999999999,0.05142493505830595
1.8000000000000003,-0.8999999999999999,0.042336370373969236
1.9000000000000004,-0.8999999999999999,0.03369585039722656
2,-0.8999999999999999,0.025991672435599168
-2,-0.7999999999999998,0.03244986402852693
-1.9,-0.7999999999999998,0.04236477470972779
-1.8,-0.7999999999999998,0.053692145472452685
-1.7,-0.7999999999999998,0.06593606070084174
-1.6,-0.7999999999999998,0.07826343163846317
-1.5,-0.7999999999999998,0.08947770230448779
-1.4,-0.7999999999999998,0.09804112324292076
-1.2999999999999998,-0.7999999999999998,0.10216053444400948
-1.2,-0.7999999999999998,0.09994416975886601
-1.1,-0.7999999999999998,0.08962518479876783
-1,-0.7999999999999998,0.06983281522472116
-0.8999999999999999,-0.7999999999999998,0.03987694897594565
-0.7999999999999998,-0.7999999999999998,0
-0.7,-0.7999999999999998,-0.04845498846333788
-0.5999999999999999,-0.7999999999999998,-0.10300624352800385
-0.5,-0.7999999999999998,-0.16015574357341467
-0.3999999999999999,-0.7999999999999998,-0.21567790277626636
-0.2999999999999998,-0.7999999999999998,-0.2650499445496114
-0.19999999999999996,-0.7999999999999998,-0.30397019541935366
-0.09999999999999987,-0.7999999999999998,-0.32888883935944
0,-0.7999999999999998,-0.33746715138755107
0.10000000000000009,-0.7999999999999998,-0.32888883935944
0.20000000000000018,-0.7999999999999998,-0.30397019541935366
0.30000000000000027,-0.7999999999999998,-0.2650499445496111
0.40000000000000036,-0.7999999999999998,-0.2156779027762661
0.5,-0.7999999999999998,-0.16015574357341467
0.6000000000000001,-0.7999999999999998,-0.10300624352800372
0.7000000000000002,-0.7999999999999998,-0.048454988463337755
0.8000000000000003,-0.7999999999999998,2.1607838886743097e-16
0.9000000000000004,-0.7999999999999998,0.03987694897594581
1,-0.7999999999999998,0.06983281522472116
1.1,-0.7999999999999998,0.08962518479876783
1.2000000000000002,-0.7999999999999998,0.09994416975886602
1.3000000000000003,-0.7999999999999998,0.1021605344440095
1.4000000000000004,-0.7999999999999998,0.09804112324292076
1.5,-0.7999999999999998,0.08947770230448779
1.6,-0.7999999999999998,0.07826343163846317
1.7000000000000002,-0.7999999999999998,0.06593606070084171
1.8000000000000003,-0.7999999999999998,0.05369214547245265
1.9000000000000004,-0.7999999999999998,0.04236477470972778
2,-0.7999999999999998,0.03244986402852693
-2,-0.7,0.039384459771657686
-1.9,-0.7,0.05170674725349512
-1.8,-0.7,0.06598029855095024
-1.7,-0.7,0.08171389136303846
-1.6,-0.7,0.09803297348966171
-1.5,-0.7,0.11364381053197656
-1.4,-0.7,0.12685157215407467
-1.2999999999999998,-0.7,0.13564983676853987
-1.2,-0.7,0.13789078855944253
-1.1,-0.7,0.13153213731796895
-1,-0.7,0.11494005432511376
-0.8999999999999999,-0.7,0.08721017377088403
-0.7999999999999998,-0.7,0.04845498846333788
-0.7,-0.7,0
-0.5999999999999999,-0.7,-0.05556394115333453
-0.5,-0.7,-0.11450733972504822
-0.3999999999999999,-0.7,-0.1722751063311353
-0.2999999999999998,-0.7,-0.22395934662616088
-0.19999999999999996,-0.7,-0.26487223635525986
-0.09999999999999987,-0.7,-0.2911347166620641
0,-0.7,-0.3001869331503639
0.10000000000000009,-0.7,-0.291134716662064
0.20000000000000018,-0.7,-0.26487223635525975
0.30000000000000027,-0.7,-0.2239593466261607
0.40000000000000036,-0.7,-0.17227510633113507
0.5,-0.7,-0.11450733972504822
0.6000000000000001,-0.7,-0.05556394115333439
0.7000000000000002,-0.7,1.2500370700265755e-16
0.8000000000000003,-0.7,0.048454988463338095
0.9000000000000004,-0.7,0.08721017377088418
1,-0.7,0.11494005432511376
1.1,-0.7,0.13153213731796895
1.2000000000000002,-0.7,0.13789078855944256
1.3000000000000003,-0.7,0.1356498367685398
1.4000000000000004,-0.7,0.1268515721540746
1.5,-0.7,0.11364381053197656
1.6,-0.7,0.09803297348966171
1.7000000000000002,-0.7,0.08171389136303842
1.8000000000000003,-0.7,0.06598029855095021
1.9000000000000004,-0.7,0.05170674725349504
2,-0.7,0.039384459771657686
-2,-0.5999999999999999,0.04651333104431021
-1.9,-0.5999999999999999,0.06133865768924235
-1.8,-0.5999999999999999,0.07869232064820258
-1.7,-0.5999999999999999,0.09809874581425673
-1.6,-0.5999999999999999,0.11865411206078323
-1.5,-0.5999999999999999,0.13898028771217794
-1.4,-0.5999999999999999,0.15723773696697851
-1.2999999999999998,-0.5999999999999999,0.17121742177177965
-1.2,-0.5999999999999999,0.1785227992793135
-1.1,-0.5999999999999999,0.17683840500346745
-1,-0.5999999999999999,0.16426289725027582
-0.8999999999999999,-0.5999999999999999,0.13966512356946828
-0.7999999999999998,-0.5999999999999999,0.10300624352800385
-0.7,-0.5999999999999999,0.05556394115333453
-0.5999999999999999,-0.5999999999999999,0
-0.5,-0.5999999999999999,-0.05976859559819488
-0.3999999999999999,-0.5999999999999999,-0.11890410959403884
-0.2999999999999998,-0.5999999999999999,-0.17215960093787877
-0.19999999999999996,-0.5999999999999999,-0.21450241473140452
-0.09999999999999987,-0.5999999999999999,-0.2417570157230741
0,-0.5999999999999999,-0.2511634773855711
0.10000000000000009,-0.5999999999999999,-0.24175701572307404
0.20000000000000018,-0.5999999999999999,-0.2145024147314044
0.30000000000000027,-0.5999999999999999,-0.1721596009378786
0.40000000000000036,-0.5999999999999999,-0.11890410959403858
0.5,-0.5999999999999999,-0.05976859559819488
0.6000000000000001,-0.5999999999999999,1.3510089046374954e-16
0.7000000000000002,-0.5999999999999999,0.055563941153334656
0.8000000000000003,-0.5999999999999999,0.10300624352800405
0.9000000000000004,-0.5999999999999999,0.13966512356946845
1,-0.5999999999999999,0.16426289725027582
1.1,-0.5999999999999999,0.17683840500346745
1.2000000000000002,-0.5999999999999999,0.1785227992793135
1.3000000000000003,-0.5999999999999999,0.17121742177177965
1.4000000000000004,-0.5999999999999999,0.15723773696697846
1.5,-0.5999999999999999,0.13898028771217794
1.6,-0.5999999999999999,0.11865411206078323
1.7000000000000002,-0.5999999999999999,0.09809874581425668
1.8000000000000003,-0.5999999999999999,0.07869232064820253
1.9000000000000004,-0.5999999999999999,0.0613386576892423
2,-0.5999999999999999,0.04651333104431021
-2,-0.5,0.05349087715874721
-1.9,-0.5,0.07078847839741921
-1.8,-0.5,0.09119760779194028
-1.7,-0.5,0.11426658646119
-1.6,-0.5,0.13907353242638285
-1.5,-0.5,0.1641699972477976
-1.4,-0.5,0.18758810896152447
